country-name,state-or-province,phys-area-name,principal-cave-name,other-cave-name,cave-id,latitude,longitude,altitude,length,vertical-extent,number-of-entrances,rock-type,cave-type,contents,comments,cave-system,branch-name,reference,cave-use,curation
Spain,Santa Cruz de Tenerife,El Hierro Island,Cueva Grande de Orchilla,,,,,,100,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1474,,
Spain,Santa Cruz de Tenerife,Tenerife,cueva Handa de Guimar,,,,,,100,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1519,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Harrouth 32,,,,,,87,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1520,,
Mexico,Baja California Nort,,Cueva Huevos,,,,,,101,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=262,,
Mexico,Morelos,,Cueva Iztaxiatla,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1158,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Juli,,,,,,13,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1521,,
Argentina,La Pampa,,Cueva La Alada,,,,,,264,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1145,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Labrada,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1522,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Las Mechas,,,,,,246,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1523,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva los Guanehes,,,,,,18,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1524,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva los Viejas,,,,,,70,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1525,,
Spain,Santa Cruz de Tenerife,La Palma,Cueva MPT,,,,,,94,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1481,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Pepe el Chico,,,,,,158,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1526,,
Spain,Santa Cruz de Tenerife,El Hierro Island,Cueva Roja,,,,,,200,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1475,,
Spain,Santa Cruz de Tenerife,Tenerife,Cueva Roques Blancos,,,,,,70,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1527,,
Spain,Santa Cruz de Tenerife,El Hierro Island,Cuevas de Guinea,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1476,,
Spain,Santa Cruz de Tenerife,El Hierro Island,Cuevas de la Lechera,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1477,,
Spain,Santa Cruz de Tenerife,El Hierro Island,Cuevas de la Monteserrat,,,,,,114,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1478,,
Spain,Santa Cruz de Tenerife,Tenerife,Cuevas Grandes de Chico,,,,,,200,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1528,,
Mexico,Sonora,,Cuevo Labertina Lava,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1547,,
United States of America,California; Shasta County,,Cul De Sac Cave,,,,,,64,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=427,,
United States of America,Washington; Skamania County,,Curly Creek Cave,,,,,,373,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1635,,
United States of America,Hawaii,Hawaii (Big Island),Curvin's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=744,,
United States of America,Washington; Skamania County,Mount St. Helens,Cut Nose Cave,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1757,,
Italy,Sicilia,Sicily; Etna,Cutrona Cave (Grotta Cutrona),SICT 1216; Grotta MC1 Grotta,,,,1860,870,97,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1546; http://www.vulcanospeleology.org/sym09/ISV9Ea.pdf,,
United States of America,California; San Bernardino,Pisgah,CW,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=324,,
United States of America,Hawaii,Hawaii (Big Island),Cyrtandra Makai Cave,,,,,,9,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=903,,
United States of America,Hawaii,Hawaii (Big Island),Cyrtandra Mauka Cave,,,,,,12,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=902,,
Japan,,,Dainichi Ana Cave,,,,,,908,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=41,,
United States of America,Oregon; Wasco County,,Dalles Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1277,,
United States of America,California; Siskiyou County,,Dance Hall Cave,,,,,,351,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=479,,
United States of America,Hawaii,Maui,Dangerous Dan's Drop-off,,,,,,11,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=829,,
Australia,Queensland,Undara,Darcy Cave,,AU-ASF-4U-31,,,,99,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1418; Atkinson et al. (1975) https://doi.org:10.1007/BF02597832,,
United Kingdom,St. Helena,Ascension Island,Dark Slope Lava Tube,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1548,,
United States of America,Washington; Skamania County,Mt. Adams,Datus Perry's Cave,,,,,,583,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1731,,
United States of America,Washington; Skamania County,Mt. Adams,Datus Perry's New Cave,,,,,,416,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1732,,
Australia,Queensland,,Dave I,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1373,,
Australia,Queensland,,Dave II,,,,,,27,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1374,,
United States of America,Oregon; Deschutes County,,Davenport Cave,,,,,,46,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1324,,
United States of America,Washington; Klickitat County,,David's Den,,,,,,335,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1738,,
United States of America,Washington; Klickitat County,,Dead Bear Cave,,,,,,1063,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1613,,
United States of America,Idaho; Gooding County,,Dead Hog Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1050,,
United States of America,Idaho; Gooding County,,Dead Horse Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1059,,
United States of America,Idaho; Gooding County,,Dead Horse Extension,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1060,,
Kenya,Eastern Province; Machakos District,Chyulu Hills,Dead Man's Cave,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=690,,
United States of America,California; Siskiyou County,,Dead Tire Cave,,,,,,92,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=545,,
United States of America,Washington; Skamania County,,Deadhorse Cave,,,,,,4402,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1636,,
United States of America,Hawaii,Hawaii (Big Island),Debbie Anderson's Cave,,,,,,14,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=901,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Deep Ice Cave,Bailey's Bailiwick,,,,,45,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=480,,
United States of America,California; Siskiyou County,,Deep Trench,,,,,,159,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=624,,
United States of America,Washington; Skamania County,,Deer Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1637,,
United States of America,New Mexico; Cibola County,,Deer Mountain,,,,,,6850,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1191,,
United States of America,Oregon,,Deg Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1290,,
France,Reunion,Reunion Island,Delcy Hole,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1432,,
United States of America,Oregon; Deschutes County,,Dendrite Cave,,,,,,69,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1234,,
United States of America,Oregon; Lake County,,Derrick Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1250,,
United States of America,California; Siskiyou County,,Devil's Kitchen Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=617,,
United States of America,Idaho; Butte County,,Dewdrop Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1023,,
United States of America,Idaho; Lincoln County,,Diamond Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1077,,
Australia,Queensland,,Ding Bat,,,,,,60,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1375,,
United States of America,Idaho; Elmore County,,Dinosaur Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1041,,
Iceland,,,Dirfskuhellir,,,,,,170,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=197,,
United States of America,Washington; Skamania County,,Dirty Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1638,,
United States of America,Oregon; Deschutes County,,Distillery Cave,,,,,,221,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1270; https://rpif.asu.edu/LTdatabase/result.php?RECNO=1343,,
United States of America,Washington; Klickitat County,,Ditch Cave,,,,,,100,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1614,,
United States of America,Hawaii,Hawaii (Big Island),Doc Bellou Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=758,,
United States of America,California; Siskiyou County,,Doc Yock Cave,,,,,,20,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=566,,
United States of America,Hawaii,Hawaii (Big Island),Dodge cave,,,,,,760,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=855,,
United States of America,Washington; Cowlitz County,,Dogwood Cave,,,,,,168,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1602,,
United States of America,Washington; Skamania County,Mount St. Helens,Dollar-and-a-Dime Cave,,,,,,366,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1698,,
United States of America,Hawaii; North Kona District,Hawaii Island,Donkey Cave,,,,,,150,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=771,,
United States of America,Oregon; Deschutes County,,Doppleganger Cave,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1361,,
United States of America,Washington; Skamania County,,Dot's Cave,,,,,,91,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1639,,
United States of America,California; Siskiyou County,,Double Barrel Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=528,,
United States of America,Oregon; Deschutes County,,Double Cave,,,,,,176,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1317,,
United States of America,Washington; Skamania County,,Dqucaking Pika Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1751,,
United States of America,California; Siskiyou County,,Dragon's Head Cave,,,,,,315,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=567,,
Iceland,,,Drlahellir,Driblet Cave,,,,,225,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=184,,
United States of America,New Mexico; Cibola County,,Dripping Lava Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1203,,
United States of America,Washington; Skamania County,,Dry Creek Cave,,,,,,457,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1640,,
United States of America,Washington; Skamania County,,Dry Creek Cave Annex,,,,,,33,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1752,,
United States of America,Utah; Kane County,,Duck Creek Lava Tube,,,,,,3674,,,basalt; limestone,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1567,,
United States of America,California; Siskiyou County,,Duffys' Well,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=481,,
Australia,Queensland,,Dundurrah Lava Tube,,,,,,50,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1413,,
United States of America,California; Siskiyou County,,Dynamite Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=482,,
United States of America,California; Lassen County,,Eagle Lake Ice Cave,,,,,,53,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=441,,
United States of America,Hawaii; Ka'u District,Hawaii Island,Earthquake Cave,,,,,,338,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=731,,
United States of America,California; Siskiyou County,,East Boulevard Cave,,,,,,42,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=523,,
United States of America,New Mexico; Cibola County,,East Outlaw Cave,,,,,,1920,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1204,,
United States of America,Oregon; Lane County,,Ectomonph Ice Cave,,,,,,61,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1313,,
United States of America,Oregon,,Edison Ice Caves,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1289,,
United States of America,Hawaii,Hawaii (Big Island),Eldon English Cave,,,,,,204,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=743,,
United States of America,Hawaii; Puna District,Hawaii Island; Kilauea,Eldon English Mauka Cave,,,,,,170,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=800,,
United States of America,California; Siskiyou County,,Elmer's Bridge,,,,,,52,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=483,,
United States of America,California; Siskiyou County,,Elmer's Lower Bridge,,,,,,68,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=484,,
United States of America,California; Siskiyou County,,Elmer's Upper Bridge,,,,,,105,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=485,,
United States of America,California; San Bernardino,Pisgah,Entryway,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=325,,
United States of America,Hawaii; Puna District,Hawaii Island,Epperson's Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=742,,
Australia,Queensland,,Eptesicus,(U39),,,,,42,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1376,,
United States of America,Idaho; Elmore County,,Eureka Cave,,,,,,150,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1042,,
Australia,Queensland,,Ewamin,(U23) Arch 3,,,,,162,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1377,,
Australia,Queensland,,Expedition I,(U56),,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1378,,
Australia,Queensland,,Expedition II,(U56),,,,,28,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1379,,
Samoa,,Upolu Island,Falemaunga Cave,,,,,,558,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=171,,
United States of America,Washington; Skamania County,Mt. Adams,Fallen Arches Caves,,,,,,,,,basalt,lava tunnel,,age of flow is 15-35kyr,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1733,,
United States of America,Washington; Skamania County,,Falls Creek Cave,,,,,,2797,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1641,,
United States of America,Washington; Skamania County,,Falls Creek Falls Cave,,,,,,296,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1642,,
United States of America,California; Siskiyou County,,Far L.Pass. Freudian Complex,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=529,,
United States of America,California; Siskiyou County,,Fern Cave,,,,,,380,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=486,,
United States of America,California; Modoc County,,Fern Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=578,,
United States of America,Hawaii; Ka'u District,Hawaii Island,Fern Cave,,,,,,70,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=741,,
Australia,Victoria,Mt. Napier,Fern Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1579,,
United States of America,Hawaii; Puna District,Hawaii Island,Fern's Cave,,,,,,1129,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=740,,
United States of America,Hawaii,Maui,Field 38 Cave,,,,,,682,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=831,,
United States of America,New Mexico; Cibola County,,Fifty Foot Pit Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1205,,
United States of America,Utah; Millard County,,Fillmore Ice Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1562,,
United States of America,California; San Bernardino,Pisgah,Finis,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=326,,
United States of America,Oregon; Malheur County,,Fire Pit Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1225,,
United States of America,Washington; Skamania County,,Firecracker Cave,,,,,,96,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1643,,
United States of America,Washington; Skamania County,,Flashcube Cave,,,,,,178,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1644,,
United States of America,California; Siskiyou County,,Flat Arch Cave,,,,,,114,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=539,,
Australia,Queensland,,Flat Ceiling,,,,,,80,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1380,,
Iceland,,,Fldhellir,Flood Cave,,,,,982,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=182,,
United States of America,California; Siskiyou County,,Fleener Chimneys,,,,,,66,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=651; http://www.vulcanospeleology.org/newsletters/Vulcano13-17.pdf,,
Iceland,,Austur-Hunavatnssysla,Floki,,,,,,900,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=13,,
United States of America,Washington; Skamania County,Mount St. Helens,Flow Cave,,,,,,102,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1699,,
Australia,Victoria,Mt. Napier,Flower Pot,,AU-ASF-3H-19,,,,65,12,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1580,,
United States of America,Washington; Skamania County,,Folger's Cave,,,,,,1264,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1645,,
United States of America,Washington; Skamania County,,Forest Sink Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1761,,
Australia,Queensland,,Fortune,,,,,,53,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1381,,
United States of America,California; Siskiyou County,,Fossil Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=540,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Four Pit Balcony Cave,,,,,,465,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=430,,
United States of America,New Mexico; Cibola County,,Four Windows Cave,,,,,,368,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1194,,
Iceland,,,Framhaldshellir,,,,,,40,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=196,,
Australia,Queensland,,Frances,,,,,,14,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1382,,
United States of America,Oregon; Deschutes County,,Friday Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1302,,
United States of America,Washington; Skamania County,,Frog Hollow Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1646,,
United States of America,Oregon; Deschutes County,,Frog Pit,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1241,,
United States of America,California; Siskiyou County,,Frozen River Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=607,,
Japan,,,Fudo Ana Cave,,,,,,125,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=42,,
Japan,,,Fugaku Fuketsu Cave,,,,,,259,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=43,,
Japan,,,Fuji Fuketsu No. 1,,,,,750,511,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=44,,
Japan,,,Fuji Fuketsu No. 2,,,,,750,57,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=45,,
Japan,,,Fuji Fuketsu No. 3,,,,,,52,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=46,,
Japan,,,Fuji Fuketsu No. 4,,,,,,1180,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=47,,
Japan,,,Fuji Fuketsu No. 5,,,,,,143,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=48,,
Japan,,,Fuji Fuketsu No. 6,,,,,,60,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=49,,
Japan,,,Fuji Fuketsu No. 7,,,,,,130,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=50,,
Australia,Queensland,,Fun Cave,,,,,,33,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1383,,
Portugal,Azores,Ilha de Graciosa,Furna do Exnofre,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=226,,
Portugal,Azores,Ilha de Pico (Pico Island),Furna do Frei Matias,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=230,,
Japan,Nagasaki,,Furuzutsumi-no-ana,,,,,,5,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1170,,
United States of America,Washington; Skamania County,Mount St. Helens,G Cave,,,,,,,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1758,,
United States of America,California; San Bernardino,Pisgah,G Too,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=327,,
United States of America,California; San Bernardino,Pisgah,GA,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=328,,
United States of America,California; San Bernardino,Pisgah,GAH,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=329,,
United States of America,California; Siskiyou County,,Gail Cave,,,,,,120,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=656,,
United States of America,Oregon; Malheur County,,Garbage Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1229,,
United States of America,Oregon; Deschutes County,,Garbage Cave #1,,,,,,104,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1261,,
United States of America,Oregon; Deschutes County,,Garbage Cave #2,,,,,,61,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1262,,
United States of America,Oregon; Deschutes County,,Garbage Cave 2,,,,,,30,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1323,,
United States of America,California; Siskiyou County,,Garden Bridges Cave,,,,,,,,,,lava tunnel,,,Labyrinth Cave System,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=568,,
United States of America,Hawaii; Puna District,Hawaii Island,Gary McGowan's Cave,,,,,,594,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=739,,
United States of America,California; San Bernardino,Pisgah,GB,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=330,,
United States of America,California; San Bernardino,Pisgah,GC,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=331,,
United States of America,California; Siskiyou County,Medicine Lake Highlands,Gelsie's Grotto,,,,,,777,,,basalt,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=431,,
United States of America,Hawaii; Ka'u District,Hawaii Island,Geology Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=776,,
United States of America,Oregon; Malheur County,,Ghost Rock Cave,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1246,,
United States of America,Idaho; Lincoln County,,Giant Arch,,,,,,,,,,lava tunnel,,,,,https://rpif.asu.edu/LTdatabase/result.php?RECNO=1085,,
